Restaurant Name,Cuisines,Aggregate rating,Price range,City
Templo da Carne - Marcos Bassi,"Steak, BBQ",4.4,4,Sio Paulo
Alvi's Food Spot,"North Indian, Mughlai",3.2,1,New Delhi
Shanghai Bar & Lounge - The Bristol Hotel,Finger Food,3.0,4,Gurgaon
Noorjahan,"North Indian, Mughlai, Chinese",3.8,2,New Delhi
Sona Bakers,Bakery,3.4,1,New Delhi
Laajawab Chaap Express,North Indian,3.1,1,Gurgaon
Le Fairway Restaurant & Bar,"North Indian, Continental",3.1,3,New Delhi
2 Nice 2 Slice,"Bakery, Desserts",3.2,3,New Delhi
The Tuck Shop,Fast Food,3.3,2,New Delhi
Grand Heritage Resort,"North Indian, Chinese",3.1,2,Noida
The Old Baker - Jaypee Vasant Continental,Bakery,3.3,2,New Delhi
Cigar Lounge - The Oberoi,Finger Food,3.2,4,Gurgaon
Mohit Restaurant,"North Indian, Chinese",2.8,2,New Delhi
Cafe Green Apple,"North Indian, South Indian, Fast Food",3.2,1,Noida
GreeNox,"Fast Food, Beverages",3.4,1,Noida
Food Land,"North Indian, Chinese",3.2,1,New Delhi
Bikaner Misthan,"Mithai, Street Food, North Indian, South Indian, Chinese",2.7,1,New Delhi
Bajaj Vaishno Dhaba,North Indian,2.2,1,New Delhi
Mahalaxmi Dairy & Sweets,"Mithai, Street Food",2.6,1,New Delhi
K Lab,"Cafe, Beverages",3.4,1,Gurgaon
Kolkata Roll,Fast Food,2.8,1,New Delhi
Rajshree,"North Indian, Chinese",3.3,2,New Delhi
Masala Magic,"North Indian, South Indian, Fast Food",3.0,1,New Delhi
Fishpatrick's Crabby Cafe,"Burger, Seafood, Steak",3.2,2,Winchester Bay
Handi Masala Restaurant,"North Indian, Chinese, Mughlai",2.6,2,New Delhi
Taj Sweets,Mithai,3.1,1,New Delhi
Pant Ice Cream Parlour,"Desserts, Ice Cream",3.3,1,New Delhi
Bikaner Sweet House,Mithai,3.2,1,New Delhi
Chacha's Take Away,"North Indian, Mughlai",2.8,2,Gurgaon
Puja Sandwich House,Fast Food,2.7,1,New Delhi
Indian Summer Cafe,"Continental, Cafe, Italian, Pizza, North Indian, Chinese, Bakery, Mughlai",3.4,2,Patna
Bimbos,"Chinese, Fast Food",3.1,1,New Delhi
Firefly India,"Bakery, Desserts",3.4,2,New Delhi
Tripti,"North Indian, Chinese, Mughlai, South Indian",3.1,3,New Delhi
A 1 - Snacks and food corner,"North Indian, Chinese, Fast Food",2.5,1,Gurgaon
U Like,North Indian,3.0,2,New Delhi
Knight Rock,"North Indian, Chinese",2.8,2,Faridabad
Durga Sweets Corner,"Mithai, Street Food",3.2,1,New Delhi
De' Bistro,"Chinese, Fast Food",3.3,2,New Delhi
Kehar Cafe & Restaurant,"North Indian, Mughlai, Chinese",2.8,2,New Delhi
Shree Balaji Chaat Bhandar,Street Food,3.2,1,New Delhi
Sialkoti Vaishno Dhaba,North Indian,3.1,1,Gurgaon
Kar C Lounge & Restaurant,"Cafe, North Indian, Italian, Chinese",2.8,2,Noida
The Crust,"Pizza, Fast Food",3.1,2,New Delhi
Mahalaxmi Mishthan Bhandar,"Mithai, Street Food",3.3,1,New Delhi
Brijwasi Bhoj,North Indian,3.1,1,New Delhi
Swad Fast Food,"Chinese, South Indian",2.9,1,New Delhi
Unique Bus Wales,Chinese,2.8,1,Gurgaon
Wake And Bake,"Bakery, Desserts",3.2,2,New Delhi
Aggarwal's Sweets Paradise,"Mithai, North Indian, South Indian, Street Food",2.7,1,New Delhi
Oh! China,"Chinese, Thai",2.9,2,New Delhi
Deep Chicken Point,North Indian,3.0,2,New Delhi
Moon Light Sweets,"Mithai, Street Food",3.3,1,New Delhi
Deep Sweet Corner,"North Indian, Fast Food, Chinese, Mithai",2.7,1,New Delhi
Hunger's Hub,"North Indian, Chinese, Mughlai",3.1,2,Noida
Samrat Bakers,"Bakery, Fast Food",2.6,1,New Delhi
Rollmates,"Fast Food, North Indian, Chinese",3.2,1,New Delhi
Big Bone - The Meat Shop,"Raw Meats, Fast Food",3.1,1,Noida
Pier 70,Modern Australian,2.6,4,Paynesville
King's Kabab,"North Indian, Mughlai, Chinese",3.2,2,New Delhi
Lovecrumbs Bakery,Bakery,3.4,3,Gurgaon
Let's Meet Up,"Fast Food, Bakery",3.2,1,New Delhi
Grover Dhaba,North Indian,3.1,1,New Delhi
Bawarchis,"Chinese, North Indian",2.9,2,New Delhi
Dilli Light,"North Indian, Chinese",2.6,2,Gurgaon
RSVP,Finger Food,2.7,4,New Delhi
MyLoveBiryani.Com,"North Indian, Biryani",3.2,1,Gurgaon
New Sukh Sagar,Street Food,3.2,1,Gurgaon
Variety Chicken Corner,North Indian,2.9,1,New Delhi
Lababdar Rasoi,North Indian,3.3,1,New Delhi
Paljees Fresh Baked,"Bakery, Desserts, Fast Food",3.1,1,New Delhi
Sayyam,Chinese,2.7,1,New Delhi
Evergreen Sweets,"Mithai, Street Food",2.6,1,Noida
Pasta Hub,Italian,3.0,1,New Delhi
Sugarcraft Patisserie,Bakery,3.3,2,Gurgaon
Darshan Dhaba,"North Indian, Beverages",2.7,1,New Delhi
Hostess Tasty Bites,Chinese,3.1,2,New Delhi
Dhaba Cash 'N' Carry Kitchen,North Indian,3.1,2,New Delhi
Standard Family Restaurant,North Indian,2.9,1,Faridabad
Zaiqa Kathi Roll & Momos,Street Food,3.3,1,New Delhi
Chinese X'Press,Chinese,2.9,2,Ghaziabad
Granny's Flavour,Street Food,3.5,1,New Delhi
Spice Hut,"North Indian, Fast Food, Biryani",2.9,2,New Delhi
The Grill Room - The Taj Mahal Hotel,"Mediterranean, European",3.1,4,New Delhi
Copper Restro Bar,"North Indian, Chinese, Continental",2.8,3,New Delhi
Ali Baba Caves,"Cafe, Chinese",3.1,2,Noida
Al-Bawarchi,"North Indian, Mughlai, Chinese",3.1,2,New Delhi
Chakhnaa Wala,"Mughlai, Fast Food",3.5,1,New Delhi
The Upper Crust,"Pizza, Fast Food",3.0,2,New Delhi
Kamal Meat House,North Indian,2.6,1,New Delhi
Take N Taste,"North Indian, Chinese",3.1,1,New Delhi
Lattitude - Skycity Hotel,"North Indian, Chinese, Continental",2.9,4,Gurgaon
Yamu's Panchayat,Street Food,3.2,1,Noida
SM Gopal Ice Cream & Cakes,"Ice Cream, Desserts",3.2,1,New Delhi
Sunny Kebab Wala,"North Indian, Fast Food",3.3,1,New Delhi
Malabar Junction,"South Indian, North Indian, Chinese",3.3,2,Noida
Malabar Dosa Hut,South Indian,3.2,1,New Delhi
1990's,"North Indian, Mughlai",3.3,1,New Delhi
Cakes 'n Bakes - Park Plaza,Bakery,3.0,3,Faridabad
Gardenia - Hotel Grenville,"North Indian, Continental, Chinese",2.8,3,Gurgaon
Mother Sweets,Mithai,3.4,1,New Delhi
The Gourmet Shack,"Continental, American",3.3,2,Noida
Yes Bosz Food Plaza,"North Indian, Chinese",2.7,1,Noida
Delhi Dhaba,North Indian,3.1,1,New Delhi
Snack Shack,Chinese,2.7,1,Gurgaon
Rosarti Chocolate,Desserts,3.4,1,New Delhi
Cup-a-licious,Bakery,3.2,1,New Delhi
Chini Bowl,"Chinese, Thai, Japanese, Tibetan",2.8,2,Gurgaon
Pahariya Chicken,North Indian,2.7,1,New Delhi
Picasso Roof Top,"Continental, European, North Indian",3.1,3,New Delhi
Bedi's Kabab Corner,"Mughlai, North Indian",3.2,2,New Delhi
Cake Symphony,"Bakery, Desserts",3.1,2,New Delhi
Aggarwal Sweet Shop,"Mithai, Street Food",2.3,1,Noida
Funk House Cafe,"Cafe, Italian, Salad",2.6,2,Faridabad
Masala Ville,"North Indian, Mughlai",3.2,2,Gurgaon
Mathur's Kitchen,North Indian,2.6,1,New Delhi
Mexican Pizza,"Pizza, Fast Food",3.4,2,Noida
Dhaba On Wheels,"North Indian, Mughlai",2.7,2,New Delhi
Uncle Bakery,"Bakery, Fast Food",3.1,1,New Delhi
Tandoori Night,"North Indian, Mughlai",3.1,2,New Delhi
Peppers & Pipes,"Chinese, Italian, Continental",3.1,2,New Delhi
Himalaya Momos & Roll,"Chinese, Fast Food",2.7,1,Noida
Chhabra Sweets,Mithai,2.4,1,New Delhi
3H Kitchen,"North Indian, Chinese",2.9,2,Gurgaon
Aapki Rasoi,North Indian,3.1,1,New Delhi
Aggarwal Sweet India,"Mithai, Street Food",2.8,1,New Delhi
Dec,"Pizza, Continental, Beverages",3.3,1,New Delhi
Chocowell,"Desserts, Bakery",3.2,1,New Delhi
Chai Mantra,"Fast Food, Beverages",3.2,1,New Delhi
Chai Shots,"Beverages, Fast Food",3.0,1,New Delhi
Cafi Gramophone,"Cafe, Fast Food",3.2,2,Gurgaon
Whomely,North Indian,3.2,1,Noida
Bamboo Hut,"Naga, Tibetan",3.4,2,New Delhi
Typsy Crow,"North Indian, Continental",2.9,3,New Delhi
Pakeeza Burger,"North Indian, Afghani",2.6,2,New Delhi
Swaad,"North Indian, Chinese",2.7,2,Noida
Food Brigade,"North Indian, South Indian, Chinese, Fast Food",3.2,1,Noida
Karuna,South Indian,3.0,1,New Delhi
DELI2NITE,"North Indian, Fast Food, Chinese",2.6,2,New Delhi
Yadav Namkeens & Bakers,Bakery,3.5,1,New Delhi
The Royal,"Fast Food, Beverages",3.3,2,Gurgaon
Sanghai Food,Chinese,2.9,1,Noida
Chennai Express,"South Indian, North Indian",3.2,1,Gurgaon
Bunny Burgers,"Fast Food, Burger",3.3,1,Gurgaon
The Cafe Katta,Cafe,3.3,3,Nashik
Cafe Cook,"Fast Food, Desserts",2.8,1,New Delhi
Cakeatouille,"Bakery, Desserts",3.3,2,New Delhi
Red Hot,North Indian,3.3,1,New Delhi
Spicy Eleven,"North Indian, South Indian, Chinese",3.1,2,New Delhi
Oval Bar - JW Marriott New Delhi,Finger Food,3.3,4,New Delhi
The Chic,Fast Food,3.0,1,Gurgaon
Paramjeet Fish & Chicken Point,North Indian,3.1,2,New Delhi
Simple Restaurant,"North Indian, Chinese",3.0,2,New Delhi
Mutfi,"North Indian, Seafood, Bengali",3.3,2,Noida
Blue Bull Cafe,"Cafe, North Indian, Chinese",2.8,2,New Delhi
SB's Raisins,"Bakery, Desserts, Fast Food",2.8,1,New Delhi
Not Just Dilli,Street Food,3.2,1,Noida
Jiquitaia,Brazilian,4.1,4,Sio Paulo
Mandarin,Chinese,2.8,2,New Delhi
New Vishal Corner,"North Indian, Street Food, Fast Food",3.1,1,New Delhi
Wazwaan Restaurant,"North Indian, Kashmiri",3.2,3,New Delhi
Pauls Food,"North Indian, Chinese",2.9,2,New Delhi
Punjabi Khana,North Indian,3.2,1,New Delhi
Royal Kolkata Biryani,"North Indian, Chinese, Biryani",2.7,2,New Delhi
Nueva,South American,3.3,4,New Delhi
Open Yard,"North Indian, Chinese, Continental",3.3,2,Faridabad
Hot N Chilly,North Indian,2.8,1,New Delhi
Talab South Indian Restaurant,"South Indian, Chinese",2.7,1,New Delhi
Tea Lounge - Jaypee Greens,Cafe,2.9,2,Noida
Bikaner Choice,"Mithai, Street Food",2.8,1,New Delhi
LaDiDa,"Bakery, Desserts",3.2,2,New Delhi
Shivas Cafe,Cafe,3.1,1,New Delhi
Shri Hari Sharnam,"North Indian, South Indian",3.1,1,New Delhi
Great Desserts Company,"Bakery, Desserts",3.3,1,Gurgaon
Letz Roll,"Ice Cream, Desserts",3.6,1,New Delhi
Smokey Pan,"North Indian, Greek, Mughlai",3.2,1,Gurgaon
Celeste,"Cafe, Desserts, Bakery",3.5,2,New Delhi
Sona Chinese,Chinese,2.8,1,Gurgaon
Take n Taste Shawarma Zone,Fast Food,3.0,1,New Delhi
Night Bite,"North Indian, Chinese, Continental",2.6,2,New Delhi
Pummy Restaurant,"North Indian, South Indian",2.7,2,New Delhi
Sultan Food,Mughlai,3.1,1,New Delhi
Flavourz Factoree,"Fast Food, Chinese, Bakery",3.1,1,New Delhi
Jaguar,"Chinese, North Indian",2.8,2,Gurgaon
Aggarwal Restaurant,"South Indian, Chinese",3.1,1,New Delhi
Momo Point,"Chinese, North Indian",3.2,2,New Delhi
Meenakshi Bhawan,"South Indian, Chinese",3.1,1,New Delhi
The Pirates Of China Town,Chinese,3.2,1,New Delhi
Tihar Food Court,Fast Food,2.9,1,New Delhi
Haqeem's,North Indian,2.7,1,New Delhi
The First Floor,"North Indian, Chinese",3.1,3,New Delhi
Re Cafe,"Continental, Fast Food",3.1,3,New Delhi
Scoop Junction,"Ice Cream, Desserts",3.3,1,New Delhi
Shri Durga Dosa Corner,South Indian,3.0,1,New Delhi
Celebration Multi Cuisine Restaurant,"North Indian, Chinese",2.7,2,New Delhi
Bread'D Bites,"Bakery, Desserts, Fast Food",3.1,1,New Delhi
Pinch Of China,Chinese,3.2,1,New Delhi
The Krib,"Italian, Continental",3.2,4,New Delhi
Shri Bala Ji,North Indian,3.0,1,New Delhi
Meeting Point Corner,Chinese,2.8,1,Noida
South Indian Food,South Indian,3.1,1,New Delhi
Sarpal Restaurant,"North Indian, Mughlai",3.1,2,New Delhi
Monolos Playhouse Restaurant,"American, Fast Food, Desserts, Steak",3.3,2,Manchester
Gufa Restaurant,"Chinese, North Indian",3.2,1,New Delhi
Getafix Petit,"Healthy Food, Juices",3.5,2,Noida
Royal Brewery Bistro,"Finger Food, Italian",3.5,4,New Delhi
Arora Snacks,Chinese,2.8,1,New Delhi
Tanishka Restaurant & Caterers,"North Indian, Chinese",2.9,1,Faridabad
Heavens Food Corner,"North Indian, Mughlai, Chinese",2.8,2,New Delhi
Kay's Food Land,"Bakery, Desserts",3.1,1,Faridabad
Fili de Ouro,Brazilian,4.3,3,Rio de Janeiro
Yummy Adda,"North Indian, Mughlai",3.5,1,New Delhi
Ego,"Continental, Italian",3.3,2,New Delhi
Aayana Foods,"North Indian, Mughlai",3.1,1,New Delhi
New Darvesh,"Chinese, South Indian",3.0,1,New Delhi
Sab Ke Khatir,"North Indian, Mughlai",3.1,2,New Delhi
Nachos And Company,Mexican,3.4,2,New Delhi
Crazy Delights,Bakery,3.5,1,New Delhi
Darbaar Chicken,"North Indian, Mughlai",3.0,2,New Delhi
Oriental Kitchen Express,"Chinese, Thai",3.3,1,Gurgaon
Shivam Corner,North Indian,3.0,1,New Delhi
Buta Singh Da Dhabba,North Indian,2.8,1,New Delhi
Tak - a - Tak,North Indian,3.3,1,New Delhi
Gulshan Fish & Chicken Fry,North Indian,3.2,1,New Delhi
Khan Chicken Biryani,North Indian,2.9,2,New Delhi
Foodaucity - Bum Bum Bholey Ke Chole Bhature,Street Food,3.3,1,Gurgaon
Benchmark,"Chinese, Continental, Mexican",2.8,2,New Delhi
Fouji Da Vaishno Dhaba,North Indian,2.9,1,New Delhi
Mosaic - SK Premium Park,"North Indian, Chinese, Continental",2.9,4,New Delhi
Chateau Garlic,"North Indian, Chinese",3.0,2,Gurgaon
Mitra Da Dhaba & Caterers,North Indian,3.0,1,New Delhi
Food Factory,"North Indian, Chinese, Mughlai",3.0,2,New Delhi
Chaudhary Ke Mashhoor Paranthe,North Indian,2.8,1,Ghaziabad
The Earthen Grill,"North Indian, Mughlai, Awadhi",3.2,1,New Delhi
The Chaupal Bar And Restaurant,"Chinese, North Indian",2.9,2,New Delhi
Hari Sweets,Mithai,3.1,1,Noida
Cake O Frost,Bakery,3.3,1,New Delhi
Lalu Kababe,Mughlai,3.2,1,New Delhi
Shree Ram Sweet Centre,"Mithai, Street Food",2.7,1,New Delhi
Theyo_Yoo,"North Indian, Mughlai, Chinese",3.4,2,Noida
Chin Pokli,Chinese,3.1,1,New Delhi
Six Pack Kitchen,"Healthy Food, Continental",3.2,2,Gurgaon
Spicy,"North Indian, Chinese, Fast Food",2.9,2,New Delhi
Fusion Dosa Cafe,"South Indian, Fast Food",3.3,1,New Delhi
D ART of Flavour,"North Indian, Chinese",2.8,2,Faridabad
Bangla Sweets,"Mithai, North Indian, South Indian, Chinese, Bakery",3.3,1,New Delhi
Rambhog,"Street Food, Mithai",3.3,1,New Delhi
Laddu Gopal,"North Indian, South Indian, Chinese",3.0,1,Gurgaon
Meal A Deal,"North Indian, Chinese",2.8,1,New Delhi
Ram Singh Chaat Bhandaar,Street Food,3.1,1,New Delhi
Banspi,Chinese,2.9,1,New Delhi
Hunger Stop,"North Indian, Mughlai",3.2,2,New Delhi
Burger Lust,Fast Food,2.9,1,New Delhi
Golooji's Chat Waat,Street Food,3.3,1,New Delhi
Spice Sea,"North Indian, Chinese",3.3,2,New Delhi
Chinese Food,Chinese,3.1,1,New Delhi
Cafe 55 - Park Inn,"Continental, North Indian, Chinese",3.2,3,Gurgaon
KC Bakers,Bakery,3.2,1,Gurgaon
Amritsar Juction,"North Indian, Chinese",3.1,1,New Delhi
Titu Restaurant,North Indian,2.9,1,New Delhi
Amar Bakery,"Fast Food, Mithai, Bakery",3.3,1,New Delhi
Indrani's Kitchen,Bengali,3.3,2,New Delhi
Talho Capixaba,"Bakery, Sandwich, Brazilian",4.4,4,Rio de Janeiro
Shanu's Food Shop,"North Indian, Chinese, Fast Food",2.8,1,New Delhi
M.P. Canteen,"South Indian, North Indian, Chinese, Mughlai",3.1,1,New Delhi
Ju Ju's Cafe,"Cafe, British",3.7,1,Birmingham
Cafe Plus,Cafe,3.2,2,New Delhi
Vaishnu Bhojanalaya,North Indian,3.1,1,New Delhi
Cake Central - Premier Cake Design Studio,"Bakery, Desserts",3.4,1,New Delhi
Dosa Plaza,South Indian,3.2,1,New Delhi
The Best,"North Indian, South Indian, Chinese",3.4,1,Ranchi
Tunday Kababi Dastarkhwan-e-Awadh,"Mughlai, North Indian",3.1,2,Gurgaon
Cafe Grub,"Chinese, Fast Food",3.2,1,New Delhi
The Roll Hut,"Chinese, Fast Food",3.1,1,New Delhi
Citron - Hotel Haut.Monde,"North Indian, Chinese, Continental",2.7,3,Gurgaon
Hyderabad Delights,"North Indian, Mughlai, Hyderabadi",3.3,1,Noida
Faasos,"North Indian, Fast Food",3.0,2,Gurgaon
Utsav,Bakery,3.5,1,New Delhi
White Heart Restro Bar,North Indian,2.7,3,New Delhi
Desi Street,"North Indian, South Indian, Chinese",3.1,1,New Delhi
Anandum,South Indian,3.2,1,Gurgaon
Garden Hut,"Chinese, Fast Food",3.1,1,New Delhi
Deluxe Butter Omlette,Fast Food,3.3,1,New Delhi
Barista Creme Lavazza,Cafe,3.2,2,Gurgaon
Swad,"North Indian, Chinese, Continental",2.8,2,Noida
SBar Club & Lounge,Finger Food,3.1,4,Gurgaon
The Pastry Hut,"Bakery, Desserts",2.9,1,Gurgaon
Le Swaadik,"North Indian, Chinese",3.3,2,New Delhi
Hotel Tamil Nadu,South Indian,3.1,1,New Delhi
Smokey Flavours,"North Indian, Mughlai",3.3,2,New Delhi
Piyu Kitchen,"North Indian, Chinese",3.2,2,New Delhi
Laxmi Vaishno Dhaba,North Indian,3.0,1,New Delhi
Urban Village,North Indian,3.4,1,New Delhi
Chinese Hut Fast Food,Chinese,3.0,1,New Delhi
Welcome,"North Indian, Chinese",2.9,2,Faridabad
Roller's High,"North Indian, Mughlai",3.2,2,New Delhi
Sparrows At Home Bakery & Cafe,"Cafe, Bakery",3.3,2,Noida
Malabar Catering House,"Biryani, Kerala",3.2,1,New Delhi
Fun Bytes,Fast Food,2.5,1,New Delhi
Confectionately Seerat's,"Bakery, Desserts",3.2,2,New Delhi
Kanshi Ram Chole Kulche Wala,Street Food,3.4,1,New Delhi
Club Tokyo - Best Western Skycity Hotel,Japanese,2.8,3,Gurgaon
Shiv Chinese Chat Bhandar,Chinese,3.1,1,New Delhi
Zaika Kathi Rolls,Fast Food,3.0,1,New Delhi
Raj Xpresso,"North Indian, Chinese",2.9,2,Gurgaon
Ayush Restaurant,North Indian,3.2,1,New Delhi
Old Tehrii Cafe & Lounge,"North Indian, Chinese, Cafe",3.1,3,Noida
Smile Bakers,"Bakery, Desserts, Chinese, Fast Food",3.1,1,New Delhi
Spice Tree,"North Indian, Mughlai, Chinese",2.7,1,New Delhi
Theka Desi Khaana,"North Indian, Chinese",3.0,1,Gurgaon
Govinda's Confectionery,Bakery,3.1,1,New Delhi
Chaat Corner,Street Food,3.2,1,New Delhi
Floating Cakes,Bakery,2.8,1,Noida
Hahn's Kitchen,Korean,3.2,3,Gurgaon
Chip Chap Shahi Corner,North Indian,2.9,1,Noida
Laxmi Ice Cream Parlour,"Ice Cream, Desserts",3.1,1,New Delhi
Dil Pasand Biryani Point,Biryani,3.5,1,New Delhi
Kents Fast Food,"North Indian, Chinese, Fast Food",2.8,2,New Delhi
Shivam Fast Food,"North Indian, South Indian, Chinese",2.9,1,Noida
Kabab Factory,"North Indian, Mughlai, Chinese",3.0,2,New Delhi
Badri Prasad Ramesh Kumar Caterers,North Indian,3.5,1,New Delhi
Manahang Restaurant,"Chinese, North Indian",3.2,2,New Delhi
Shree Shyam Rasoi,North Indian,3.1,1,Gurgaon
Kinoshita,Sushi,3.9,4,Sio Paulo
Papa Chinese Veg Food,Chinese,2.8,1,New Delhi
Indo Chinese,"North Indian, Chinese",3.2,1,Gurgaon
PiccoLicko,Desserts,3.3,1,Gurgaon
Chanky Restruoo,Chinese,3.0,2,New Delhi
Pizza Street,"Fast Food, Pizza",2.6,2,Faridabad
Pinkom's Bar-Be-Que,"North Indian, Mughlai",3.2,1,New Delhi
Brother's Snacks and Shakes,Fast Food,3.2,1,Gurgaon
Tasty Bite,"North Indian, Chinese",2.8,2,New Delhi
Paharia Meat & Chicken Shop,North Indian,2.8,1,New Delhi
Kukkad Nukkad,North Indian,3.0,2,New Delhi
The Cake Gallery,Bakery,3.3,2,New Delhi
Shiv Bhojnalaya,"South Indian, North Indian, Fast Food",2.8,1,New Delhi
Amritsari Naan & Kulcha,North Indian,3.1,1,New Delhi
Grover Sweets & Bakers,"Street Food, Chinese, Mithai",3.3,1,New Delhi
Kumar Pav Bhaji Corner,Fast Food,3.2,1,New Delhi
Cafe De Bienka,"Fast Food, Chinese",2.7,1,New Delhi
Al Saad Foods,"North Indian, Fast Food",3.2,1,New Delhi
RK Dosa,South Indian,2.8,1,New Delhi
Nainy Fast Food,"Chinese, Fast Food",3.3,1,New Delhi
Lobby Lounge - Crowne Plaza,Finger Food,3.2,4,New Delhi
Open Kitchen,"North Indian, Mughlai",3.0,2,Noida
Knight Delight Kafe,"Fast Food, Chinese",2.6,2,Gurgaon
Destination Live,"North Indian, Mughlai, Chinese",3.3,2,Faridabad
The Mashup,Fast Food,3.2,3,New Delhi
The Flying Pan,"North Indian, Fast Food",3.2,1,Noida
Sahi Darbar,"North Indian, Chinese",2.6,1,Noida
The Taste of India,"Continental, Chinese, North Indian, Healthy Food",3.2,1,New Delhi
Milan Chole Bhature,Street Food,3.1,1,New Delhi
Brown Sugar,"Cafe, Fast Food, Continental",3.2,3,New Delhi
Posh Spice,Fast Food,3.0,1,New Delhi
Roll Corner,Fast Food,3.3,1,New Delhi
Villa Tevere,Italian,4.1,4,Brasi_lia
Flavours From Heaven,"North Indian, Chinese",3.3,2,New Delhi
Kwality Cakes and Bakes,"Bakery, Desserts, Fast Food",3.2,1,Gurgaon
Sati Restaurant,North Indian,3.2,1,Noida
Nutrition Theka,Cafe,3.3,2,New Delhi
Rumi Amritsari Naan,"North Indian, Chinese",3.2,1,New Delhi
Sadda Taste,"North Indian, Fast Food, Chinese",3.1,1,Noida
Swagat Dhaba,North Indian,2.7,1,New Delhi
Chandni Chowk Ka Sonu Parathe Wala,Street Food,3.1,1,New Delhi
Kulcha Paaji,Street Food,3.1,1,Faridabad
Dom Dang Kins Restaurant,Chinese,3.1,1,New Delhi
Jeeta Kulfi Walle,Desserts,3.3,1,New Delhi
Jagdish Vaishno Dhaba,North Indian,3.1,1,Gurgaon
Establishment Ristorante,Bakery,3.1,1,New Delhi
Silver Crown,"North Indian, Chinese, Street Food, Fast Food",2.5,2,Gurgaon
Mighty Mughlai,"North Indian, Mughlai, Chinese",3.2,1,Noida
Choco Kraft,"Bakery, Desserts",3.2,1,New Delhi
Cold Rock Cafe,"Fast Food, Italian, Desserts, Beverages",3.3,1,Noida
Desi Jugaad,"North Indian, Chinese",3.2,1,New Delhi
Cafe 1 Fast Food,"Fast Food, Street Food",3.0,1,New Delhi
Royal India Food Plaza,North Indian,3.2,1,New Delhi
Agarwal Bikaneri Sweets,"Mithai, Street Food",3.1,1,New Delhi
Babu Bhai Kabab Wale,Mughlai,3.4,1,New Delhi
ODT,"Continental, North Indian, Italian",3.3,2,New Delhi
Patiala Shahi Soups,Mughlai,3.1,1,New Delhi
Sis Burger,"Fast Food, Burger",3.8,2,Sharjah
Nostalgia at 1911 Brasserie - The Imperial,"European, Continental",3.2,4,New Delhi
Angeethi Express,"North Indian, Chinese, Fast Food",3.2,1,New Delhi
Balaji Dhaba,North Indian,2.7,1,New Delhi
Laziz Restaurant,"North Indian, Mughlai",2.8,2,Faridabad
Aggarwal Sweets & Restaurant,"North Indian, Mithai, South Indian, Street Food, Fast Food",2.7,1,New Delhi
Pooja Take Away Kitchen,"North Indian, Chinese, Fast Food",2.7,1,New Delhi
Chauhan Hotel,North Indian,2.9,1,Noida
Pastry Palace,"Bakery, Street Food",3.2,1,New Delhi
Aggarwal Bikaneri Sweets,"Mithai, Street Food",2.9,1,New Delhi
Sagar Bakery,Bakery,3.0,1,Faridabad
Ashok & Ashok Meat Dhaba,North Indian,3.2,2,New Delhi
Oregano India,"Fast Food, Chinese, Italian",3.1,2,Faridabad
Prime Bakery,"Bakery, Mithai",3.0,1,Noida
Swaad Ka Khazana,"North Indian, Mughlai, Chinese",2.6,2,Gurgaon
Riders Hub,"Chinese, Continental, North Indian",3.1,2,Gurgaon
Food Junkies,"North Indian, Chinese, Mughlai",3.2,1,New Delhi
New Laxmi Sweets,"South Indian, Chinese, Fast Food, Mithai",2.8,1,New Delhi
The Kachori Co.,Street Food,2.5,1,Gurgaon
Ramchander Bhalushahi Wale,Mithai,3.2,1,New Delhi
Prem Punjab,"North Indian, Chinese",2.8,1,New Delhi
Paco Meals,"North Indian, Chinese, Fast Food",2.8,1,Noida
New Tayal's Restaurant,"Chinese, South Indian",2.8,1,New Delhi
Club 44,North Indian,3.2,2,Noida
Wild Chef House,"North Indian, Mughlai",3.1,2,Noida
Ane China,"Chinese, Fast Food",2.7,1,New Delhi
Ashu Thali Wala,North Indian,3.0,1,New Delhi
Baked! Cakes & Desserts,"Bakery, Desserts",3.3,1,Noida
SFC,Fast Food,2.8,1,New Delhi
R. Ahmad Food,North Indian,3.0,1,New Delhi
Aggarwal Sweets,"Street Food, Desserts",2.7,1,New Delhi
Bikaner's,"Mithai, North Indian",2.4,1,Noida
Jolly Tandoori Zaika,"North Indian, Chinese",3.2,1,New Delhi
First Choice,"North Indian, Chinese, Fast Food",2.9,2,New Delhi
Hareram Bikanerzaika,"Mithai, Street Food",2.8,1,Faridabad
Tiwari Hot Pot,"North Indian, Chinese, South Indian",2.6,1,Noida
Tibet Kujing,"Chinese, Tibetan",2.9,1,New Delhi
Twomato Foods,North Indian,3.2,1,Noida
Swad Mubarak,North Indian,3.0,1,New Delhi
